Date,Open,High,Low,Close,Volume
2024-08-02,18494.24,18628.78,18263.5,18440.85,1877289850.0
2024-08-01,19375.96,19538.97,18737.09,18890.39,1620217796.0
2024-07-31,19222.85,19426.62,19162.91,19362.43,1512789706.0
2024-07-30,19129.56,19165.42,18667.22,18796.27,1375756772.0
2024-07-29,19122.43,19224.59,18974.52,19059.49,977662477.0
2024-07-26,18990.2,19142.68,18899.31,19023.66,1120449089.0
2024-07-25,19041.15,19227.2,18721.71,18830.58,1464662616.0
2024-07-24,19475.66,19482.55,19005.47,19032.39,1375783919.0
2024-07-23,19783.33,19904.6,19736.23,19754.34,937304984.0
2024-07-22,19751.02,19861.72,19638.37,19822.87,1079397402.0
2024-07-19,19687.8,19784.48,19479.38,19522.62,1132474776.0
2024-07-18,19936.24,19947.98,19575.79,19705.09,1280801630.0
2024-07-17,20041.31,20080.27,19793.75,19799.14,1493428080.0
2024-07-16,20441.53,20477.0,20266.51,20398.63,1008857847.0
2024-07-15,20401.02,20585.17,20304.54,20386.88,1079435998.0
2024-07-12,20226.23,20526.08,20217.99,20331.49,1211985218.0
2024-07-11,20661.41,20672.1,20165.0,20211.36,1408775697.0
2024-07-10,20533.27,20690.97,20479.94,20675.38,1087586863.0
2024-07-09,20504.18,20543.9,20395.57,20453.02,1128997698.0
2024-07-08,20393.89,20455.38,20363.37,20439.54,1132709018.0
2024-07-05,20224.13,20407.0,20201.5,20391.97,1095191511.0
2024-07-03,19995.28,20186.63,19995.28,20186.63,849861624.0
2024-07-02,19746.23,20014.92,19741.81,20011.89,1073131924.0
2024-07-01,19720.11,19827.75,19577.54,19812.22,1076337486.0
2024-06-28,19817.0,20017.71,19665.85,19682.87,1525867137.0
2024-06-27,19740.52,19850.81,19701.34,19789.03,1137608745.0
2024-06-26,19671.07,19763.55,19654.18,19751.05,1187919856.0
2024-06-25,19555.84,19712.42,19523.51,19701.13,1165500472.0
2024-06-24,19648.23,19723.2,19472.53,19474.62,1279854945.0
2024-06-21,19722.37,19801.97,19643.52,19700.43,2570419210.0
2024-06-20,19962.97,19979.93,19685.03,19752.3,1410138177.0
2024-06-18,19904.43,19940.5,19837.86,19908.86,1089950381.0
2024-06-17,19681.86,19977.84,19623.71,19902.75,1120685785.0
2024-06-14,19557.22,19664.59,19534.63,19659.8,1010588064.0
2024-06-13,19609.05,19639.45,19473.71,19576.92,1090861165.0
2024-06-12,19358.26,19556.89,19347.28,19465.18,1244032775.0
2024-06-11,19031.4,19212.63,18966.56,19210.19,966866914.0
2024-06-10,18945.31,19089.83,18940.71,19074.67,1049180016.0
2024-06-07,18992.58,19113.88,18958.68,19000.95,676783916.0
2024-06-06,19053.01,19071.79,18978.86,19021.19,779882293.0
2024-06-05,18791.28,19035.87,18768.25,19035.05,855366221.0
2024-06-04,18598.0,18697.95,18521.85,18654.84,741575853.0
